id,make,model_full,model_short,model_common,model_scheme,year,country,rarity,type,fuel_capacity
3849,Ford,F-150 Raptor R,Ford Raptor R,F-150 Raptor,1,2023,USA,Epic,Pickups & 4x4s,136
3850,Dodge,Durango SRT Hellcat,SRT Durango '21,Durnago,0,2021,USA,,Sports Utility Heroes,93
3851,Toyota,Sera,Toyota Sera '91,,0,1991,Japan,Rare,Eclectic Domestics,40
3852,Honda,Beat,Honda Beat '91,,0,1991,Japan,Rare,Eclectic Domestics,24
3854,Autozam,AZ-1,Autozam AZ-1 '93,,2,1993,Japan,Rare,Eclectic Domestics,30
3855,Nissan,Figaro,Figaro '91,,0,1991,Japan,Treasure Car,Eclectic Domestics,40
3856,Nissan,Be-1,Nissan Be-1 '87,,2,1987,Japan,,Eclectic Domestics,40
3858,Nissan,Stagea RS FOUR V,N. Stagea '97,,0,1997,Japan,Epic,Retro Super Saloons,68
3859,Honda,City E II,City E II '84,,2,1984,Japan,Epic,Eclectic Domestics,41
3860,Nissan,S-Cargo,S-Cargo '89,,0,1989,Japan,Rare,Eclectic Domestics,40
3865,Honda,Acty,Honda Acty '94,,0,1994,Japan,Common,Eclectic Domestics,35
3880,Toyota,GR Corolla,GR Corolla '23,,0,2023,Japan,,Super Hot Hatch,50
3886,Mitsubishi,Lancer Evolution III GSR,Mit. Evo III '95,Evo III,0,1995,Japan,Treasure Car,Retro Rally,50
3891,Lamborghini,Revuelto,Revuelto '24,,0,2024,Italy,Legendary,Hypercars,90
3895,Mercedes-AMG,SLC 43 Final Edition,M-AMG SLC 43 '20,SLC,2,2020,Germany,Rare,Modern Sports Cars,70
3903,Ford,Fiesta ST,Ford Fiesta '23,,0,2023,USA,Common,Hot Hatch,42
3904,Ford,Focus ST,Ford Focus '22,,0,2022,USA,Common,Hot Hatch,52
3908,Honda,e,Honda e '22,,2,2022,Japan,Epic,Eclectic Domestics,29
3910,Porsche,911 Rallye,P. 911 Rallye,,0,2023,Germany,,Rally Monsters,67
3914,Toyota,Chaser GT Twin Turbo,Chaser GT TT '91,Chaser GT,0,1991,Japan,Rare,Retro Super Saloons,65
3917,Audi,R8 Coupé V10 GT RWD,Audi R8 GT '23,R8 GT,0,2023,Germany,,Modern Supercars,73
3918,Nissan,Gloria Gran Turismo,Gloria GT '95,Gloria,0,1995,Japan,Rare,Retro Super Saloons,80
3921,Nissan,Z NISMO,Z NISMO '24,,0,2024,Japan,Epic,Modern Sports Cars,62
3928,Hyundai,i20 N,Hyundai i20 N,,0,2021,Korea,Rare,Hot Hatch,40
3929,Nissan,PAO,Nissan PAO '89,,2,1989,Japan,Barn Find,Eclectic Domestics,40
3933,Toyota,Chaser 2.5 Tourer V,Toyota Chaser V,Chaser,0,1997,Japan,Rare,Retro Super Saloons,70
3953,Porsche,911 Turbo S,911 Turbo S '23,,1,2023,Germany,Rare,Modern Sports Cars,67
3955,RAM,1500 TRX,RAM TRX '24,,2,2024,USA,Common,Pickups & 4x4s,125
3959,Dodge,Challenger SRT Super Stock,Challenger '22,Challenger,0,2022,USA,Rare,Modern Muscle,70
3960,Subaru,Vivio RX-R,SUBARU Vivio '94,Vivio,0,1994,Japan,Epic,Eclectic Domestics,32
3983,BMW,X6 M Competition,BMW X6 M '24,X6 M,2,2024,Germany,Epic,Sports Utility Heroes,83
3999,Nissan,Silvia Spec-R,Nissan Silvia 02,,0,2002,Japan,Common,Retro Sports Cars,65
4038,Toyota,Altezza RS200 Z EDITION,Toy. Altezza '99,Altezza,0,1999,Japan,Rare,Retro Super Saloons,60
4055,Toyota,Starlet Glanza V,Toy. Starlet '96,Starlet,0,1996,Japan,,Retro Hot Hatch,45
4057,Nissan,Skyline GT-R V-Spec,Nis. Skyline '97,GT-R V-Spec,1,1997,Japan,Rare,Retro Sports Cars,65
4069,BMW,M3,BMW M3 '88,,0,1988,Germany,Rare,Retro Super Saloons,55
4081,Koenigsegg,Gemera,Gemera,,0,2024,Sweden,,Hypercars,115
4084,Datsun,"#269 Attacking the Clock Racing 240Z ""All Carbon Hill Climb Beast""",Datsun #269 240Z,240Z,0,1972,Japan,,Extreme Track Toys,50
4085,Mitsubishi,#269 Attacking the Clock Racing Minicab Time Attack,Mit. Minicab TA,Minicab,2,1990,Japan,Epic,Track Toys,40
4090,Mitsubishi,Lancer Evolution VI GSR TM Edition,Mit. Evo. TME,Evo VI,0,2001,Japan,Rare,Retro Rally,50
4094,Nissan,GT-R NISMO,NISMO GT-R '24,,0,2024,Japan,,Retro Racers,74
4114,Nissan,Skyline GT-R,Skyline GT-R '92,,1,1992,Japan,Legendary,Retro Racers,72
4119,Nissan,Skyline GT-R 40th Anniversary,GT-R 40AE,Skyline GT-R,1,1998,Japan,,Retro Sports Cars,65
4124,Traffic,G 65 Traffic,G 65 Traffic,,0,,,,,
4125,Traffic,Acty Traffic,Acty Traffic,,0,,,,,
4126,Traffic,e Traffic,e Traffic,,0,,,,,
4127,Traffic,Montero Traffic,Montero Traffic,,0,,,,,
4128,Traffic,WRX Traffic,WRX Traffic,,0,,,,,
4129,Traffic,Stagea Traffic,Stagea Traffic,,0,,,,,
4144,Mazda,RX-7 Type R,Mazda RX-7 '92,RX-7,0,1992,Japan,Rare,Retro Sports Cars,76
4145,Mad Mike,#123 Mad Mike 808 Wagon 'FURSTY',MM 808 Wagon,808 Wagon,2,1974,Japan,,Drift Cars,50
4158,Lexus,LFA Forza Edition,Lexus LFA FE,LFA,0,2010,USA,,Extreme Track Toys,73
4160,Nissan,S-Cargo Forza Edition,S-Cargo FE,S-Cargo,0,1989,Japan,,Track Toys,40
4162,Toyota,Sprinter Trueno GT-APEX Forza Edition,Toyota AE86 FE,Sprinter Trueno,0,1985,Japan,,Track Toys,50
4163,Wuling,Sunshine S Forza Edition,Sunshine FE,Sunshine S,2,2013,China,,Track Toys,50
4164,Subaru,BRZ Forza Edition,SUBARU BRZ FE,BRZ,2,2022,Japan,,Unlimited Offroad,50
4165,Mazda,RX-3 Forza Edition,Mazda RX-3 FE,RX-3,2,1973,Japan,,Classic Sports Cars,60
4166,BMW,M2 Forza Edition,BMW M2 FE '23,M2,0,2023,Germany,,Track Toys,52
4167,Nissan,GT-R Black Edition (R35) Forza Edition,GT-R FE '12,GT-R Black,1,2012,Japan,,Extreme Track Toys,74
4168,Ford,Mustang GT 2+2 Fastback Forza Edition,Mustang FE '68,Mustang Fastback,1,1968,USA,,Drift Cars,90
4169,Mercedes,190 E 2.5-16 Evolution II Forza Edition,MB 190 E FE,190 E Evo,0,1990,Germany,Forza Edition,Track Toys,70
4171,Ford,F-150 XLT Lariat Forza Edition,Ford F-150 FE,F-150 ,0,1986,USA,,Drift Cars,723
4175,Ford,Super Duty F-450 DRW PLATINUM Forza Edition,Ford F-450 FE,F-450,0,2020,USA,,Pickups & 4x4s,180
4179,Nissan,#12 Skyline GT-R (BNR32 Gr.A) JTC,#12 N. Skyline,Calsonic Skyline,1,1990,Japan,Legendary,Retro Racers,120
4197,Mazda,MX-5 Miata Forza Edition,MX-5 FE '94,Miata,0,1994,Japan,,Retro Sports Cars,48
4198,Dodge,Viper GTS ACR Forza Edition,Viper FE '99,Viper ACR,0,1999,USA,Forza Edition,Unlimited Offroad,72
4199,Toyota,Tacoma TRD Pro Forza Edition,Tacoma FE,Tacoma,0,2019,Japan,Forza Edition,Extreme Track Toys,80
4200,Lotus,Evija Forza Edition,Lotus Evija FE,Evija,0,2020,UK,Forza Edition,Drift Cars,93
4210,Lotus,Scura Motorsports Exige WTAC,Exige WTAC,Exige,0,2018,UK,,Extreme Track Toys,40
4211,Honda,#19 101 Motorsport CRX WTAC,#19 CRX WTAC,CRX,0,1990,Japan,Rare,Extreme Track Toys,
4212,Nissan,"#32 Skyline WTAC ""Xtreme GTR""",#32 Skyline WTAC,Skyline,0,1993,Japan,Epic,Extreme Track Toys,
4213,Nissan,#36 Dream Project S15 Silvia WTAC,#36 Silvia WTAC,Silvia,0,2000,Japan,Epic,Extreme Track Toys,
4214,Toyota,J&J Motorsport Supra WTAC,JJM Supra WTAC,Supra,0,1995,Japan,Epic,Extreme Track Toys,
4216,Honda,"Acty ""RakuRaku Express""","Acty ""RakuRaku""",Acty,0,1994,Japan,Common,Eclectic Domestics,35
4221,GR,GT Prototype,GR GT Prototype,,0,2025,Japan,Legendary,Super GT,
4222,Nissan,Silvia K's,Nissan Silvia 89,,0,1989,Japan,Common,Retro Sports Cars,60
4223,Nissan,Skyline GT-R V·spec II,Skyline GT-R '00,Skyline GT-R,1,2000,Japan,Rare,Retro Sports Cars,65
4231,Honda,#52 Evasive Motorsports S2000 WTAC,#52 S2000 WTAC,S2000,0,2004,Japan,Epic,Extreme Track Toys,
4232,Porsche,Cayman GT3 WTAC,Cayman WTAC,Cayman GT3,1,2005,Germany,Epic,Extreme Track Toys,60
4234,Honda,Civic Type R,Honda Civic '08,,0,2008,Japan,Common,Retro Hot Hatch,50
4250,Toyota,"Sprinter Trueno GT Apex ""Touge Edition""",Toyota AE86 TG,Sprinter Trueno,0,1985,Japan,,Track Toys,50
4251,Honda,"S2000 ""Touge Edition""",Honda S2000 TG,S2000,0,2004,Japan,Epic,Extreme Track Toys,50
4252,Subaru,"Impreza 22B-STi Version ""Touge Edition""",SUBARU 22B TG,Impreza 22B,0,1998,Japan,Legendary,Retro Rally,60
4254,Honda,#33 Integra WTAC,#33 H. Integra,Integra,0,2001,Japan,Epic,Extreme Track Toys,
4255,Toyota,Crown Super Deluxe Taxi,T. Crown Taxi,Crown,2,2005,Japan,Common,Retro Super Saloons,65
4257,Toyota,JPN Taxi,Toyota JPN Taxi,Taxi,2,2017,Japan,Common,Eclectic Domestics,52
4259,Toyota,86 'Stories',86 Stories,,2,2013,Japan,,Track Toys,50
4260,Nissan,"GT-R NISMO ""Initial Drive""",GT-R ID,,0,2020,Japan,,Retro Racers,74
4261,Porsche,"911 GT2 ""Initial Drive""",P. 911 GT2 ID,,0,1995,Germany,,Retro Supercars,92
4263,GR,GT Prototype,GR GT Prototype,,0,2025,Japan,Legendary,Super GT,
4264,Ferrari,"FXX-K Evo ""Welcome Pack""",Ferrari FXX-K WP,FXX-K Evo,0,2018,Italy,Legendary,Extreme Track Toys,86
4265,Mercedes,"GT Black Series ""Welcome Pack""",M-AMG GT WP,GT Black,0,2020,Germany,Legendary,Track Toys,75
4266,BMW,"M4 Competition Coupé ""Welcome Pack""",BMW M4 '21 WP,M4 Competition,0,2021,Germany,Legendary,Modern Super Saloons,59
4267,Mitsubishi,Lancer Evolution VIII MR 'Welcome Pack',Mit. Evo VIII WP,Evo VIII,0,2004,Japan,Legendary,Modern Rally,55
4268,Ford,"F-150 Raptor R ""Welcome Pack""",Ford Raptor R WP,F-150 Raptor,0,2023,USA,Legendary,Pickups & 4x4s,136
4277,Honda,#21 Hardrace/JDMYard Civic WTAC,#21 Civic WTAC,Civic,0,1992,Japan,Epic,Extreme Track Toys,
4278,Toyota,Land Cruiser,Toyota LC '25,,0,2025,Japan,Rare,Sports Utility Heroes,68
4287,Subaru,Vivio RX-R Forza Edition,SUBARU Vivio FE,Vivio,0,1994,Japan,,Extreme Track Toys,32
4303,Nissan,"GT-R Black Edition (R35) ""Touge Edition""",Nissan GT-R TG,GT-R Black,0,2020,Japan,Rare,Modern Supercars,74
4313,Porsche,#3 917 LH Forza Edition,Porsche 917 FE,917 LH,2,1970,Germany,,Extreme Track Toys,120
4315,Peel,P50 Trolli Edition,Peel P50 Trolli,P50,2,1962,UK,,Cult Cars,7
4332,Traffic,Crown Super Deluxe Taxi Traffic,T. Crown Traffic,,0,,,,,
4333,Traffic,JPN Taxi Traffic,T. Taxi Traffic,,0,,,,,
4341,Ferrari,J50 Pre-Order Car,Ferrari J50 PO,J50,2,2017,Italy,Legendary,Modern Supercars,78
4342,Toyota,Sports 800 Fanta Edition,Sports 800 FE,Sports 800,2,1965,Japan,Rare,Classic Sports Cars,30
